price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
12290.74,1337.0,82652,-1,2203400289,1337,1,False,2025-03-12 18:11:50.000,20,60000052,10000168,30023387,0,
12290.74,1337.0,82652,-1,2203400239,1337,1,False,2025-03-12 18:11:50.000,20,60000002,10000168,30000004,2147483647,
12290.74,1337.0,82652,-1,2203400240,1337,1,False,2025-03-12 18:11:50.000,20,60000003,10000168,30000005,2147483647,
12290.74,1337.0,82652,-1,2203400241,1337,1,False,2025-03-12 18:11:50.000,20,60000004,10000168,30000008,2147483647,
12290.74,1337.0,82652,-1,2203400242,1337,1,False,2025-03-12 18:11:50.000,20,60000005,10000168,30000009,2147483647,
12290.74,1337.0,82652,-1,2203400243,1337,1,False,2025-03-12 18:11:50.000,20,60000006,10000168,30006132,2147483647,
12290.74,1337.0,82652,-1,2203400244,1337,1,False,2025-03-12 18:11:50.000,20,60000007,10000168,30009450,2147483647,
12290.74,1337.0,82652,-1,2203400245,1337,1,False,2025-03-12 18:11:50.000,20,60000008,10000168,30009604,2147483647,
12290.74,1337.0,82652,-1,2203400246,1337,1,False,2025-03-12 18:11:50.000,20,60000009,10000168,30009748,2147483647,
12290.74,1337.0,82652,-1,2203400247,1337,1,False,2025-03-12 18:11:50.000,20,60000010,10000168,30009827,2147483647,
12290.74,1337.0,82652,-1,2203400248,1337,1,False,2025-03-12 18:11:50.000,20,60000011,10000168,30010058,2147483647,
12290.74,1337.0,82652,-1,2203400249,1337,1,False,2025-03-12 18:11:50.000,20,60000012,10000168,30010447,2147483647,
12290.74,1337.0,82652,-1,2203400250,1337,1,False,2025-03-12 18:11:50.000,20,60000013,10000168,30010597,2147483647,
12290.74,1337.0,82652,-1,2203400251,1337,1,False,2025-03-12 18:11:50.000,20,60000014,10000168,30010690,2147483647,
12290.74,1337.0,82652,-1,2203400252,1337,1,False,2025-03-12 18:11:50.000,20,60000015,10000168,30013484,2147483647,
12290.74,1337.0,82652,-1,2203400253,1337,1,False,2025-03-12 18:11:50.000,20,60000016,10000168,30013685,2147483647,
12290.74,1337.0,82652,-1,2203400254,1337,1,False,2025-03-12 18:11:50.000,20,60000017,10000168,30013774,2147483647,
12290.74,1337.0,82652,-1,2203400255,1337,1,False,2025-03-12 18:11:50.000,20,60000018,10000168,30013856,2147483647,
12290.74,1337.0,82652,-1,2203400256,1337,1,False,2025-03-12 18:11:50.000,20,60000019,10000168,30013927,2147483647,
12290.74,1337.0,82652,-1,2203400257,1337,1,False,2025-03-12 18:11:50.000,20,60000020,10000168,30016541,2147483647,
12290.74,1337.0,82652,-1,2203400258,1337,1,False,2025-03-12 18:11:50.000,20,60000021,10000168,30016963,2147483647,
12290.74,1337.0,82652,-1,2203400259,1337,1,False,2025-03-12 18:11:50.000,20,60000022,10000168,30017132,2147483647,
12290.74,1337.0,82652,-1,2203400260,1337,1,False,2025-03-12 18:11:50.000,20,60000023,10000168,30017403,2147483647,
12290.74,1337.0,82652,-1,2203400261,1337,1,False,2025-03-12 18:11:50.000,20,60000024,10000168,30017452,2147483647,
12290.74,1337.0,82652,-1,2203400262,1337,1,False,2025-03-12 18:11:50.000,20,60000025,10000168,30017637,2147483647,
12290.74,1337.0,82652,-1,2203400263,1337,1,False,2025-03-12 18:11:50.000,20,60000026,10000168,30017723,2147483647,
12290.74,1337.0,82652,-1,2203400264,1337,1,False,2025-03-12 18:11:50.000,20,60000027,10000168,30017995,2147483647,
12290.74,1337.0,82652,-1,2203400265,1337,1,False,2025-03-12 18:11:50.000,20,60000028,10000168,30018105,2147483647,
12290.74,1337.0,82652,-1,2203400266,1337,1,False,2025-03-12 18:11:50.000,20,60000029,10000168,30018231,2147483647,
12290.74,1337.0,82652,-1,2203400267,1337,1,False,2025-03-12 18:11:50.000,20,60000030,10000168,30018358,2147483647,
12290.74,1337.0,82652,-1,2203400268,1337,1,False,2025-03-12 18:11:50.000,20,60000031,10000168,30018774,2147483647,
12290.74,1337.0,82652,-1,2203400269,1337,1,False,2025-03-12 18:11:50.000,20,60000032,10000168,30019914,2147483647,
12290.74,1337.0,82652,-1,2203400270,1337,1,False,2025-03-12 18:11:50.000,20,60000033,10000168,30019945,2147483647,
12290.74,1337.0,82652,-1,2203400271,1337,1,False,2025-03-12 18:11:50.000,20,60000034,10000168,30020072,2147483647,
12290.74,1337.0,82652,-1,2203400272,1337,1,False,2025-03-12 18:11:50.000,20,60000035,10000168,30020288,2147483647,
12290.74,1337.0,82652,-1,2203400273,1337,1,False,2025-03-12 18:11:50.000,20,60000036,10000168,30020505,2147483647,
12290.74,1337.0,82652,-1,2203400274,1337,1,False,2025-03-12 18:11:50.000,20,60000037,10000168,30020628,2147483647,
12290.74,1337.0,82652,-1,2203400275,1337,1,False,2025-03-12 18:11:50.000,20,60000038,10000168,30020720,2147483647,
12290.74,1337.0,82652,-1,2203400276,1337,1,False,2025-03-12 18:11:50.000,20,60000039,10000168,30020805,2147483647,
12290.74,1337.0,82652,-1,2203400277,1337,1,False,2025-03-12 18:11:50.000,20,60000040,10000168,30021042,2147483647,
12290.74,1337.0,82652,-1,2203400278,1337,1,False,2025-03-12 18:11:50.000,20,60000041,10000168,30021148,2147483647,
12290.74,1337.0,82652,-1,2203400279,1337,1,False,2025-03-12 18:11:50.000,20,60000042,10000168,30021558,2147483647,
12290.74,1337.0,82652,-1,2203400280,1337,1,False,2025-03-12 18:11:50.000,20,60000043,10000168,30022001,2147483647,
12290.74,1337.0,82652,-1,2203400281,1337,1,False,2025-03-12 18:11:50.000,20,60000044,10000168,30022226,2147483647,
12290.74,1337.0,82652,-1,2203400282,1337,1,False,2025-03-12 18:11:50.000,20,60000045,10000168,30022664,2147483647,
12290.74,1337.0,82652,-1,2203400283,1337,1,False,2025-03-12 18:11:50.000,20,60000046,10000168,30022911,2147483647,
12290.74,1337.0,82652,-1,2203400284,1337,1,False,2025-03-12 18:11:50.000,20,60000047,10000168,30022999,2147483647,
12290.74,1337.0,82652,-1,2203400285,1337,1,False,2025-03-12 18:11:50.000,20,60000048,10000168,30023043,2147483647,
12290.74,1337.0,82652,-1,2203400286,1337,1,False,2025-03-12 18:11:50.000,20,60000049,10000168,30023131,2147483647,
