price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
150.0,3.0,82299,32767,2201211210,10,1,False,2025-03-07 14:29:44.000,90,60000045,10000168,30022664,2147483647,
426.0,1.0,82299,32767,2202638703,1,1,False,2025-03-10 20:06:51.000,90,60000041,10000168,30021148,2147483647,
426.0,1.0,82299,32767,2203086841,1,1,False,2025-03-11 22:52:18.000,7,60000052,10000168,30023387,0,
436.3,1.0,82299,32767,2202334716,1,1,False,2025-03-10 03:08:05.000,7,60000011,10000168,30010058,2147483647,
436.3,1.0,82299,32767,2202334717,1,1,False,2025-03-10 03:08:09.000,7,60000011,10000168,30010058,2147483647,
436.3,1.0,82299,32767,2202373338,1,1,False,2025-03-10 06:06:16.000,90,60000035,10000168,30020288,2147483647,
436.3,1.0,82299,32767,2202473802,1,1,False,2025-03-10 11:06:33.000,90,60000039,10000168,30020805,2147483647,
436.3,1.0,82299,32767,2202473806,1,1,False,2025-03-10 11:07:34.000,3,60000041,10000168,30021148,2147483647,
436.3,1.0,82299,32767,2202473807,1,1,False,2025-03-10 11:07:34.000,3,60000041,10000168,30021148,2147483647,
474.5,1.0,82299,32767,2201824160,1,1,False,2025-03-09 01:30:50.000,7,60000038,10000168,30020720,2147483647,
474.5,1.0,82299,32767,2201824161,1,1,False,2025-03-09 01:30:50.000,7,60000038,10000168,30020720,2147483647,
577.0,21.0,82299,32767,2200805171,24,1,False,2025-03-06 19:57:29.000,90,60000012,10000168,30010447,2147483647,
577.1,1.0,82299,32767,2200797047,1,1,False,2025-03-06 19:00:25.000,90,60000012,10000168,30010447,2147483647,
577.1,1.0,82299,32767,2200797048,1,1,False,2025-03-06 19:00:25.000,90,60000012,10000168,30010447,2147483647,
577.2,1.0,82299,32767,2200785866,1,1,False,2025-03-06 17:30:59.000,90,60000012,10000168,30010447,2147483647,
750.2,1.0,82299,32767,2201028980,2,1,False,2025-03-07 02:22:20.000,90,60000027,10000168,30017995,2147483647,
