price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
1000.0,9703.0,83463,32767,2203245346,9703,1,False,2025-03-12 08:25:18.000,90,60000052,10000168,30023387,0,
1000.0,5000.0,83463,32767,2203402745,5000,1,False,2025-03-12 18:19:05.000,1,60000024,10000168,30017452,2147483647,
1622.0,551.0,83463,32767,2203011172,555,1,False,2025-03-11 19:00:13.000,90,60000033,10000168,30019945,2147483647,
1673.0,128.0,83463,32767,2202872130,148,1,False,2025-03-11 10:32:31.000,30,60000031,10000168,30018774,2147483647,
1704.0,20.0,83463,32767,2203086630,20,1,False,2025-03-11 22:44:53.000,7,60000033,10000168,30019945,2147483647,
1709.0,9800.0,83463,32767,2203262665,9800,1,False,2025-03-12 09:14:47.000,1,60000033,10000168,30019945,2147483647,
1801.0,4.0,83463,32767,2202275724,5,1,False,2025-03-10 00:05:22.000,90,60000024,10000168,30017452,2147483647,
2066.0,17.0,83463,32767,2202253270,17,1,False,2025-03-09 22:53:44.000,7,60000024,10000168,30017452,2147483647,
2500.0,887.0,83463,32767,2201656450,1000,1,False,2025-03-08 16:30:48.000,90,60000045,10000168,30022664,2147483647,
2500.0,122.0,83463,32767,2202353409,200,1,False,2025-03-10 04:44:40.000,3,60000025,10000168,30017637,2147483647,
2999.0,2.0,83463,32767,2202993226,10,1,False,2025-03-11 17:06:49.000,90,60000011,10000168,30010058,2147483647,
3500.0,485.0,83463,32767,2203332954,485,1,False,2025-03-12 14:04:03.000,3,60000038,10000168,30020720,2147483647,
4060.0,45.0,83463,32767,2203087009,60,1,False,2025-03-11 23:09:29.000,90,60000038,10000168,30020720,2147483647,
4066.0,62.0,83463,32767,2201637874,100,1,False,2025-03-08 15:02:44.000,7,60000038,10000168,30020720,2147483647,
7999.0,80.0,83463,32767,2202641751,180,1,False,2025-03-10 20:34:05.000,90,60000017,10000168,30013774,2147483647,
