price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
733.11,1337.0,81974,-1,2203388596,1337,1,False,2025-03-12 18:09:39.000,20,60000052,10000168,30023387,0,
733.11,1337.0,81974,-1,2203388546,1337,1,False,2025-03-12 18:09:39.000,20,60000002,10000168,30000004,2147483647,
733.11,1337.0,81974,-1,2203388547,1337,1,False,2025-03-12 18:09:39.000,20,60000003,10000168,30000005,2147483647,
733.11,1337.0,81974,-1,2203388548,1337,1,False,2025-03-12 18:09:39.000,20,60000004,10000168,30000008,2147483647,
733.11,1337.0,81974,-1,2203388549,1337,1,False,2025-03-12 18:09:39.000,20,60000005,10000168,30000009,2147483647,
733.11,1337.0,81974,-1,2203388550,1337,1,False,2025-03-12 18:09:39.000,20,60000006,10000168,30006132,2147483647,
733.11,1337.0,81974,-1,2203388551,1337,1,False,2025-03-12 18:09:39.000,20,60000007,10000168,30009450,2147483647,
733.11,1337.0,81974,-1,2203388552,1337,1,False,2025-03-12 18:09:39.000,20,60000008,10000168,30009604,2147483647,
733.11,1337.0,81974,-1,2203388553,1337,1,False,2025-03-12 18:09:39.000,20,60000009,10000168,30009748,2147483647,
733.11,1337.0,81974,-1,2203388554,1337,1,False,2025-03-12 18:09:39.000,20,60000010,10000168,30009827,2147483647,
733.11,1337.0,81974,-1,2203388555,1337,1,False,2025-03-12 18:09:39.000,20,60000011,10000168,30010058,2147483647,
733.11,1337.0,81974,-1,2203388556,1337,1,False,2025-03-12 18:09:39.000,20,60000012,10000168,30010447,2147483647,
733.11,1337.0,81974,-1,2203388557,1337,1,False,2025-03-12 18:09:39.000,20,60000013,10000168,30010597,2147483647,
733.11,1337.0,81974,-1,2203388558,1337,1,False,2025-03-12 18:09:39.000,20,60000014,10000168,30010690,2147483647,
733.11,1337.0,81974,-1,2203388559,1337,1,False,2025-03-12 18:09:39.000,20,60000015,10000168,30013484,2147483647,
733.11,1337.0,81974,-1,2203388560,1337,1,False,2025-03-12 18:09:39.000,20,60000016,10000168,30013685,2147483647,
733.11,1337.0,81974,-1,2203388561,1337,1,False,2025-03-12 18:09:39.000,20,60000017,10000168,30013774,2147483647,
733.11,1337.0,81974,-1,2203388562,1337,1,False,2025-03-12 18:09:39.000,20,60000018,10000168,30013856,2147483647,
733.11,1337.0,81974,-1,2203388563,1337,1,False,2025-03-12 18:09:39.000,20,60000019,10000168,30013927,2147483647,
733.11,1337.0,81974,-1,2203388564,1337,1,False,2025-03-12 18:09:39.000,20,60000020,10000168,30016541,2147483647,
733.11,1337.0,81974,-1,2203388565,1337,1,False,2025-03-12 18:09:39.000,20,60000021,10000168,30016963,2147483647,
733.11,1337.0,81974,-1,2203388566,1337,1,False,2025-03-12 18:09:39.000,20,60000022,10000168,30017132,2147483647,
733.11,1337.0,81974,-1,2203388567,1337,1,False,2025-03-12 18:09:39.000,20,60000023,10000168,30017403,2147483647,
733.11,1337.0,81974,-1,2203388568,1337,1,False,2025-03-12 18:09:39.000,20,60000024,10000168,30017452,2147483647,
733.11,1337.0,81974,-1,2203388569,1337,1,False,2025-03-12 18:09:39.000,20,60000025,10000168,30017637,2147483647,
733.11,1337.0,81974,-1,2203388570,1337,1,False,2025-03-12 18:09:39.000,20,60000026,10000168,30017723,2147483647,
733.11,1337.0,81974,-1,2203388571,1337,1,False,2025-03-12 18:09:39.000,20,60000027,10000168,30017995,2147483647,
733.11,1337.0,81974,-1,2203388572,1337,1,False,2025-03-12 18:09:39.000,20,60000028,10000168,30018105,2147483647,
733.11,1337.0,81974,-1,2203388573,1337,1,False,2025-03-12 18:09:39.000,20,60000029,10000168,30018231,2147483647,
733.11,1337.0,81974,-1,2203388574,1337,1,False,2025-03-12 18:09:39.000,20,60000030,10000168,30018358,2147483647,
733.11,1337.0,81974,-1,2203388575,1337,1,False,2025-03-12 18:09:39.000,20,60000031,10000168,30018774,2147483647,
733.11,1337.0,81974,-1,2203388576,1337,1,False,2025-03-12 18:09:39.000,20,60000032,10000168,30019914,2147483647,
733.11,1337.0,81974,-1,2203388577,1337,1,False,2025-03-12 18:09:39.000,20,60000033,10000168,30019945,2147483647,
733.11,1337.0,81974,-1,2203388578,1337,1,False,2025-03-12 18:09:39.000,20,60000034,10000168,30020072,2147483647,
733.11,1337.0,81974,-1,2203388579,1337,1,False,2025-03-12 18:09:39.000,20,60000035,10000168,30020288,2147483647,
733.11,1337.0,81974,-1,2203388580,1337,1,False,2025-03-12 18:09:39.000,20,60000036,10000168,30020505,2147483647,
733.11,1337.0,81974,-1,2203388581,1337,1,False,2025-03-12 18:09:39.000,20,60000037,10000168,30020628,2147483647,
733.11,1337.0,81974,-1,2203388582,1337,1,False,2025-03-12 18:09:39.000,20,60000038,10000168,30020720,2147483647,
733.11,1337.0,81974,-1,2203388583,1337,1,False,2025-03-12 18:09:39.000,20,60000039,10000168,30020805,2147483647,
733.11,1337.0,81974,-1,2203388584,1337,1,False,2025-03-12 18:09:39.000,20,60000040,10000168,30021042,2147483647,
733.11,1337.0,81974,-1,2203388585,1337,1,False,2025-03-12 18:09:39.000,20,60000041,10000168,30021148,2147483647,
733.11,1337.0,81974,-1,2203388586,1337,1,False,2025-03-12 18:09:39.000,20,60000042,10000168,30021558,2147483647,
733.11,1337.0,81974,-1,2203388587,1337,1,False,2025-03-12 18:09:39.000,20,60000043,10000168,30022001,2147483647,
733.11,1337.0,81974,-1,2203388588,1337,1,False,2025-03-12 18:09:39.000,20,60000044,10000168,30022226,2147483647,
733.11,1337.0,81974,-1,2203388589,1337,1,False,2025-03-12 18:09:39.000,20,60000045,10000168,30022664,2147483647,
733.11,1337.0,81974,-1,2203388590,1337,1,False,2025-03-12 18:09:39.000,20,60000046,10000168,30022911,2147483647,
733.11,1337.0,81974,-1,2203388591,1337,1,False,2025-03-12 18:09:39.000,20,60000047,10000168,30022999,2147483647,
733.11,1337.0,81974,-1,2203388592,1337,1,False,2025-03-12 18:09:39.000,20,60000048,10000168,30023043,2147483647,
733.11,1337.0,81974,-1,2203388593,1337,1,False,2025-03-12 18:09:39.000,20,60000049,10000168,30023131,2147483647,
733.11,1337.0,81974,-1,2203388594,1337,1,False,2025-03-12 18:09:39.000,20,60000050,10000168,30023271,2147483647,
733.11,1337.0,81974,-1,2203388595,1337,1,False,2025-03-12 18:09:39.000,20,60000051,10000168,30023327,2147483647,
733.11,1337.0,81974,-1,2203388597,1337,1,False,2025-03-12 18:09:39.000,20,60000053,10000168,30023454,2147483647,
733.11,1337.0,81974,-1,2203388598,1337,1,False,2025-03-12 18:09:39.000,20,60000054,10000168,30023508,2147483647,
733.11,1337.0,81974,-1,2203388599,1337,1,False,2025-03-12 18:09:39.000,20,60000055,10000168,30023957,2147483647,
697.53,1337.0,81974,-1,2203388650,1337,1,True,2025-03-12 18:09:39.000,20,60000052,10000168,30023387,0,
697.53,1337.0,81974,-1,2203388600,1337,1,True,2025-03-12 18:09:39.000,20,60000002,10000168,30000004,2147483647,
697.53,1337.0,81974,-1,2203388601,1337,1,True,2025-03-12 18:09:39.000,20,60000003,10000168,30000005,2147483647,
697.53,1337.0,81974,-1,2203388602,1337,1,True,2025-03-12 18:09:39.000,20,60000004,10000168,30000008,2147483647,
697.53,1337.0,81974,-1,2203388603,1337,1,True,2025-03-12 18:09:39.000,20,60000005,10000168,30000009,2147483647,
697.53,1337.0,81974,-1,2203388604,1337,1,True,2025-03-12 18:09:39.000,20,60000006,10000168,30006132,2147483647,
697.53,1337.0,81974,-1,2203388605,1337,1,True,2025-03-12 18:09:39.000,20,60000007,10000168,30009450,2147483647,
697.53,1337.0,81974,-1,2203388606,1337,1,True,2025-03-12 18:09:39.000,20,60000008,10000168,30009604,2147483647,
697.53,1337.0,81974,-1,2203388607,1337,1,True,2025-03-12 18:09:39.000,20,60000009,10000168,30009748,2147483647,
697.53,1337.0,81974,-1,2203388608,1337,1,True,2025-03-12 18:09:39.000,20,60000010,10000168,30009827,2147483647,
697.53,1337.0,81974,-1,2203388609,1337,1,True,2025-03-12 18:09:39.000,20,60000011,10000168,30010058,2147483647,
697.53,1337.0,81974,-1,2203388610,1337,1,True,2025-03-12 18:09:39.000,20,60000012,10000168,30010447,2147483647,
697.53,1337.0,81974,-1,2203388611,1337,1,True,2025-03-12 18:09:39.000,20,60000013,10000168,30010597,2147483647,
697.53,1337.0,81974,-1,2203388612,1337,1,True,2025-03-12 18:09:39.000,20,60000014,10000168,30010690,2147483647,
697.53,1337.0,81974,-1,2203388613,1337,1,True,2025-03-12 18:09:39.000,20,60000015,10000168,30013484,2147483647,
697.53,1337.0,81974,-1,2203388614,1337,1,True,2025-03-12 18:09:39.000,20,60000016,10000168,30013685,2147483647,
697.53,1337.0,81974,-1,2203388615,1337,1,True,2025-03-12 18:09:39.000,20,60000017,10000168,30013774,2147483647,
697.53,1337.0,81974,-1,2203388616,1337,1,True,2025-03-12 18:09:39.000,20,60000018,10000168,30013856,2147483647,
697.53,1337.0,81974,-1,2203388617,1337,1,True,2025-03-12 18:09:39.000,20,60000019,10000168,30013927,2147483647,
697.53,1337.0,81974,-1,2203388618,1337,1,True,2025-03-12 18:09:39.000,20,60000020,10000168,30016541,2147483647,
697.53,1337.0,81974,-1,2203388619,1337,1,True,2025-03-12 18:09:39.000,20,60000021,10000168,30016963,2147483647,
697.53,1337.0,81974,-1,2203388620,1337,1,True,2025-03-12 18:09:39.000,20,60000022,10000168,30017132,2147483647,
697.53,1337.0,81974,-1,2203388621,1337,1,True,2025-03-12 18:09:39.000,20,60000023,10000168,30017403,2147483647,
697.53,1337.0,81974,-1,2203388622,1337,1,True,2025-03-12 18:09:39.000,20,60000024,10000168,30017452,2147483647,
697.53,1337.0,81974,-1,2203388623,1337,1,True,2025-03-12 18:09:39.000,20,60000025,10000168,30017637,2147483647,
697.53,1337.0,81974,-1,2203388624,1337,1,True,2025-03-12 18:09:39.000,20,60000026,10000168,30017723,2147483647,
697.53,1337.0,81974,-1,2203388625,1337,1,True,2025-03-12 18:09:39.000,20,60000027,10000168,30017995,2147483647,
697.53,1337.0,81974,-1,2203388626,1337,1,True,2025-03-12 18:09:39.000,20,60000028,10000168,30018105,2147483647,
697.53,1337.0,81974,-1,2203388627,1337,1,True,2025-03-12 18:09:39.000,20,60000029,10000168,30018231,2147483647,
697.53,1337.0,81974,-1,2203388628,1337,1,True,2025-03-12 18:09:39.000,20,60000030,10000168,30018358,2147483647,
697.53,1337.0,81974,-1,2203388629,1337,1,True,2025-03-12 18:09:39.000,20,60000031,10000168,30018774,2147483647,
697.53,1337.0,81974,-1,2203388630,1337,1,True,2025-03-12 18:09:39.000,20,60000032,10000168,30019914,2147483647,
697.53,1337.0,81974,-1,2203388631,1337,1,True,2025-03-12 18:09:39.000,20,60000033,10000168,30019945,2147483647,
697.53,1337.0,81974,-1,2203388632,1337,1,True,2025-03-12 18:09:39.000,20,60000034,10000168,30020072,2147483647,
697.53,1337.0,81974,-1,2203388633,1337,1,True,2025-03-12 18:09:39.000,20,60000035,10000168,30020288,2147483647,
697.53,1337.0,81974,-1,2203388634,1337,1,True,2025-03-12 18:09:39.000,20,60000036,10000168,30020505,2147483647,
697.53,1337.0,81974,-1,2203388635,1337,1,True,2025-03-12 18:09:39.000,20,60000037,10000168,30020628,2147483647,
697.53,1337.0,81974,-1,2203388636,1337,1,True,2025-03-12 18:09:39.000,20,60000038,10000168,30020720,2147483647,
697.53,1337.0,81974,-1,2203388637,1337,1,True,2025-03-12 18:09:39.000,20,60000039,10000168,30020805,2147483647,
697.53,1337.0,81974,-1,2203388638,1337,1,True,2025-03-12 18:09:39.000,20,60000040,10000168,30021042,2147483647,
697.53,1337.0,81974,-1,2203388639,1337,1,True,2025-03-12 18:09:39.000,20,60000041,10000168,30021148,2147483647,
697.53,1337.0,81974,-1,2203388640,1337,1,True,2025-03-12 18:09:39.000,20,60000042,10000168,30021558,2147483647,
697.53,1337.0,81974,-1,2203388641,1337,1,True,2025-03-12 18:09:39.000,20,60000043,10000168,30022001,2147483647,
697.53,1337.0,81974,-1,2203388642,1337,1,True,2025-03-12 18:09:39.000,20,60000044,10000168,30022226,2147483647,
697.53,1337.0,81974,-1,2203388643,1337,1,True,2025-03-12 18:09:39.000,20,60000045,10000168,30022664,2147483647,
697.53,1337.0,81974,-1,2203388644,1337,1,True,2025-03-12 18:09:39.000,20,60000046,10000168,30022911,2147483647,
697.53,1337.0,81974,-1,2203388645,1337,1,True,2025-03-12 18:09:39.000,20,60000047,10000168,30022999,2147483647,
697.53,1337.0,81974,-1,2203388646,1337,1,True,2025-03-12 18:09:39.000,20,60000048,10000168,30023043,2147483647,
697.53,1337.0,81974,-1,2203388647,1337,1,True,2025-03-12 18:09:39.000,20,60000049,10000168,30023131,2147483647,
697.53,1337.0,81974,-1,2203388648,1337,1,True,2025-03-12 18:09:39.000,20,60000050,10000168,30023271,2147483647,
697.53,1337.0,81974,-1,2203388649,1337,1,True,2025-03-12 18:09:39.000,20,60000051,10000168,30023327,2147483647,
697.53,1337.0,81974,-1,2203388651,1337,1,True,2025-03-12 18:09:39.000,20,60000053,10000168,30023454,2147483647,
697.53,1337.0,81974,-1,2203388652,1337,1,True,2025-03-12 18:09:39.000,20,60000054,10000168,30023508,2147483647,
697.53,1337.0,81974,-1,2203388653,1337,1,True,2025-03-12 18:09:39.000,20,60000055,10000168,30023957,2147483647,
